,Advertisement ID,path,new_path,Segment_num,text
14290,3812761,/kaggle/input/hack-chunk-8/8/3812761.avi,audio_files/3812761.mp3,0," Виноград Кишмиш, 79,90"
15926,4097548,/kaggle/input/hack-chunk-12-stranger/12/4097548.avi,audio_files/4097548.mp3,0," Перекрестки, филе грудки индейки, индилай по супер цене 169,90."
3836,4033568,/kaggle/input/hack-chunk-11/11/4033568.avi,audio_files/4033568.mp3,0, Томатная паста помидорка и 10-2-90. Пятерочка выручает!
8253,3947929,/kaggle/input/hack-chunk-9/9/3947929.avi,audio_files/3947929.mp3,0," Чтобы не случилось, солнце постоянно яркое, земля постоянно вертится, а в ленте постоянно держат цены на самое нужное. Лента постоянно при любых переменных."
8038,3917449,/kaggle/input/hack-chunk-9/9/3917449.avi,audio_files/3917449.mp3,0," В Дикси! Фарель за 199,90 и сыр за 109,90. 17 по 23 февраля. Дикси просто рядом по-соседски."
17420,3955987,/kaggle/input/hack-chunk-9/9/3955987.avi,audio_files/3955987.mp3,0," Оставаясь дома или на даче, не отказывайтесь от традиционного гриля. Так шашлы курины из бедра в маринаде. Всего 30-99 за 100 грамм. Больше товаров для гриля на глобус.ру."
11647,3951599,/kaggle/input/hack-chunk-9/9/3951599.avi,audio_files/3951599.mp3,0," Шоколад Победа Вкуса 79,90 Пятерочка выручает!"
14683,3870545,/kaggle/input/hack-chunk-8/8/3870545.avi,audio_files/3870545.mp3,0, В ленте черный ноябрь 27 ноября скидка начает шоколадные плитки 40%.
63,4215229,/kaggle/input/hack-chunk-14/14/4215229.avi,audio_files/4215229.mp3,0," Утас дома нет! Придет заплатить! Доставку! Бакс, дешевле заказать все впрок на неделю. Доставка бесплатно! На впрок.ру Сканируйте QR-код и получите скидку на впрок.ру"
3815,4050950,/kaggle/input/hack-chunk-11/11/4050950.avi,audio_files/4050950.mp3,0," В ленте яркий ноябрь Кока-Кола Фанта спрятает 1,5 литра 64,89 лента"
11091,2206758,/kaggle/input/hack-chunk-4/4/2206758.wav,/kaggle/input/hack-chunk-4/4/2206758.wav,0," Лента представляет Ха-ха-ха-ха! Безумные скидки! Ближайшую субботу! В ленте скидка 30% Но все замороженные пельмени, манты, хинкали, пиццу и глины! Предложение не распространяется! На товаре марки 365 дней действует по картинке! Лента!"
1750,3748426,/kaggle/input/hack-chunk-7/7/3748426.avi,audio_files/3748426.mp3,0, Казинак всего за 18 рублей 30 копеек. Фикс прайс на всё низкая цена.
17506,4069416,/kaggle/input/hack-chunk-11/11/4069416.avi,audio_files/4069416.mp3,0, Набор цветных карандашей всего за 199 рублей. Фикс прайс. На все низко и ценой.
7123,2274890,/kaggle/input/hack-chunk-5/5/2274890.wav,/kaggle/input/hack-chunk-5/5/2274890.wav,0, Супер-супер-сина. Фарыль своя рыбка со скидкой 50% всего за 199-90 за 200 грамм. Цена указана в рублях действительно до 8 марта. Подробности в супермаркетах-перекресток.
4404,4152496,/kaggle/input/hack-chunk-13/13/4152496.avi,audio_files/4152496.mp3,0," Ждём в гости на то, что вы любите. Chaites 139.90"
11760,4080176,/kaggle/input/hack-chunk-11/11/4080176.avi,audio_files/4080176.mp3,0, Первая распродажа года в перекрестке. Сочные апельсины. 1 килограмм по 89-90.
17392,4184904,/kaggle/input/hack-chunk-14/14/4184904.avi,audio_files/4184904.mp3,0," Погорь мне, продуктов дома нет, а за окном кроза придется оплатить доставку! Макс, хорош ломать комедию, дешевле заказать все впрок на неделю. Доставка бесплатна, закупайтесь на впрок.ру, это выгодно, а упаковками еще выгоднее. Подгузники Меррис со скидкой 50% при покупке трех штук на впрок.ру."
8869,4169949,/kaggle/input/hack-chunk-13/13/4169949.avi,audio_files/4169949.mp3,0," В метро 40 тысяч товаров с доставкой от двух часов. Скидка 30% на все бассейны и аксессуары для бассейнов. Например, каркасный бассейн BestWay 305 на 76 см. Всего за 6999 рублей. Закажи доставку на сайте метра."
804,3772520,/kaggle/input/hack-chunk-7/7/3772520.avi,audio_files/3772520.mp3,0, новинка детское питание ханни кит со скидкой до 25 процентов только в пятерочке
15510,3718372,/kaggle/input/hack-chunk-7/7/3718372.avi,audio_files/3718372.mp3,0, С тобой готовить стек с овощами. Нам понадобятся свежие продукты из пятёрочки и профессиональные ножи. Этот идеален для овощей. Этот для мяса. Собирайте электронные наклейки за покупки с выручай картой и получайте скидку до 98% на ножи в пятёрочке. Серьёзный подход.
14515,2289285,/kaggle/input/hack-chunk-5/5/2289285.wav,/kaggle/input/hack-chunk-5/5/2289285.wav,0," Супермаркетах перекресток Роспродажа. Нектарины по карте со скидкой 25% всего за 149,90 за килограмм. Цена указана в групплях действительно до 28 июня. Подробности в супермаркетах перекресток."
12690,3965439,/kaggle/input/hack-chunk-10-stranger/10/3965439.avi,audio_files/3965439.mp3,0, В метро товары для детей со скидкой 40% детский биотворок фрутоняне в ассортименте 100 граммов всего за 17 рублей 20 копеек карта гости каждому
11059,4262441,/kaggle/input/hack-chunk-15/15/4262441.avi,audio_files/4262441.mp3,0," Вдём в гости на то, что вы любите. Окарк с виной 269.90."
45,4301886,/kaggle/input/hack-chunk-16/16/4301886.avi,audio_files/4301886.mp3,0, В метро Филиппе Дроиндейки метро шеф охлаждённая за 399 рублей за килограмм метро.
9998,2114095,/kaggle/input/hack-chunk-3/3/2114095.wav,/kaggle/input/hack-chunk-3/3/2114095.wav,0, Крути педали вместе с лентой! Только в гибермаркетах лента! Только для вас! Взрослые велосипеды со скидками от 50%! Крути педали активней! Будь спортивней! Лента!
3094,3950560,/kaggle/input/hack-chunk-9/9/3950560.avi,audio_files/3950560.mp3,0," И в обалтика безалкогольные 34,90. Пятерочка выручает!"
17629,3804853,/kaggle/input/hack-chunk-8/8/3804853.avi,audio_files/3804853.mp3,0, Сосиски молочные 13690
13755,4140734,/kaggle/input/hack-chunk-13/13/4140734.avi,audio_files/4140734.mp3,0, На радиоуправлении всего 249 рублей. Фикс прайс. На всю низкая цена.
13905,3762148,/kaggle/input/hack-chunk-7/7/3762148.avi,audio_files/3762148.mp3,0, Пролосаны 7Days 6490
9241,3838492,/kaggle/input/hack-chunk-8/8/3838492.avi,audio_files/3838492.mp3,0, Щедрые недели в гипермаркетах глобус. Средство для стирки Type в ассортименте всего 499.99. Больше выгодных предложений на глобус.ру.
17416,2311227,/kaggle/input/hack-chunk-6/6/2311227.wav,/kaggle/input/hack-chunk-6/6/2311227.wav,0, Хо-хо-хо! А в Ленде есть всё для Нового года! Только сегодня скидка 20% на всё мясо! Предложение не распространяется на мясо птицы и товары марки 365 дней действует по карте! Ленда!
17363,3716913,/kaggle/input/hack-chunk-7/7/3716913.avi,audio_files/3716913.mp3,0, Щёски в ассортименте всего за 99 рублей. Фикс-приз на всё низкая цена.
3964,3834801,/kaggle/input/hack-chunk-8/8/3834801.avi,audio_files/3834801.mp3,0, Спешите в магнит! Угощаем скидками вся! Средства для матья посуды Фейри – 89 рублей. Магнит. Скидки на каждой полке.
16481,3769932,/kaggle/input/hack-chunk-7/7/3769932.avi,audio_files/3769932.mp3,0," Вы завариваете, гадаете, мечтаете, болуите и болуитесь. У нас большие скидки, самым важным. Мороженое кит-кат 39,90. Семья магазинов магнит. Давайте дружить с семьями."
7565,3955978,/kaggle/input/hack-chunk-9/9/3955978.avi,audio_files/3955978.mp3,0, Фитый Кархунов 199-90 Пятерочка выручает!
14970,3925211,/kaggle/input/hack-chunk-9/9/3925211.avi,audio_files/3925211.mp3,0," В Дикси! Бульмени за 109,90 и Филе Цыпля за 179,99 со второго по 8 марта! Дикси просто рядом по-соседски!"
8506,2087817,/kaggle/input/hack-chunk-3/3/2087817.wav,/kaggle/input/hack-chunk-3/3/2087817.wav,0, Сосиски молочные. ГОСТ 450 граммов. Ближние горки 109 рублей. Скидка 52% в магазинах. Окей. С 25 апреля по 8 мая. Окей. Подробности ноут марки труб.
13114,3983288,/kaggle/input/hack-chunk-10-stranger/10/3983288.avi,audio_files/3983288.mp3,0, Все в норме! Медро за качество! Отвечают! Теперь можно в компании распродажа в метро скидки 50% мультиварка Redmond 5 литров сенсорным управлением всего за 4 999 рублей карта гости каждому и 1500 бонусов в подарок
3261,4123795,/kaggle/input/hack-chunk-12-stranger/12/4123795.avi,audio_files/4123795.mp3,0," Ждём в гости на то, что вы любите. Сервилад Финский 139.90."
5027,4293507,/kaggle/input/hack-chunk-15/15/4293507.avi,audio_files/4293507.mp3,0, Форма для кулича всего за 149 рублей. Фикс-приз. На всё низкая цена.
13248,4189939,/kaggle/input/hack-chunk-14/14/4189939.avi,audio_files/4189939.mp3,0, Питерашоуууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууууу
2622,4273869,/kaggle/input/hack-chunk-15/15/4273869.avi,audio_files/4273869.mp3,0, Фа-соль всего за 20 рублей 50 копий. Фикс прайс. На всех низкое цену.
2289,4166151,/kaggle/input/hack-chunk-13/13/4166151.avi,audio_files/4166151.mp3,0, Хайпуки в победе! Топчик билем! И не пропустите супер цены! Абрикосы 129.90
4449,3986382,/kaggle/input/hack-chunk-10-stranger/10/3986382.avi,audio_files/3986382.mp3,0, Ленте постоянно держится на самое нужное. Средство для стирки ласка – 359 рублей за упаковку.
16948,3938802,/kaggle/input/hack-chunk-9/9/3938802.avi,audio_files/3938802.mp3,0," Этой весной! Совершайте покупки! Регистрируйтесь на весна.ленто.коп. И выигрывайте призы! Супер цены всегда! И йогурты, и десерты Донисима 28-99!"
8750,4012434,/kaggle/input/hack-chunk-10-stranger/10/4012434.avi,audio_files/4012434.mp3,0, Пирожное медвежонок барни 5490. Пятерочка выручает!
4528,3926326,/kaggle/input/hack-chunk-9/9/3926326.avi,audio_files/3926326.mp3,0, В ленте суперцены каждый день. Скидка 50% на все женские подарочные наборы косметики.
889,4073462,/kaggle/input/hack-chunk-11/11/4073462.avi,audio_files/4073462.mp3,0, Праздник продолжается! Сыр сливочный арлонатуро 400 граммов 195 рублей!
4876,2184117,/kaggle/input/hack-chunk-4/4/2184117.wav,/kaggle/input/hack-chunk-4/4/2184117.wav,0," В новом Magnit Opt с 19 по 24 декабря Сыр Брес Литовск, Сабушкин 45% жирности 200 граммов, 99 рублей, 90 копеек Magnit Opt, Улица Ширеветевская 15, ТРС Пулкова 3 Количество товаров подгоритчено, Суна действует при покупке, Препокупь ядерный тём, Подробности у продавцов"
9833,4285309,/kaggle/input/hack-chunk-15/15/4285309.avi,audio_files/4285309.mp3,0, Ровы и леденцы с медом всего за 29 рублей 50 копеек. Фикс прайс. На всю низкая цена.
1059,3989807,/kaggle/input/hack-chunk-10-stranger/10/3989807.avi,audio_files/3989807.mp3,0, Спешите за покупками в магнит косметик! Бритвенный станок Жилет 39990
16068,4103775,/kaggle/input/hack-chunk-12-stranger/12/4103775.avi,audio_files/4103775.mp3,0," Мои хорошие у нас пятерочки новинка! Вкусное комбо по супер цене, чтобы вы были готовы к любой голодной ситуации. Если уже искры из глаз, выбирайте готовую еду от пятерочки. И бодрящий напиток, когда нужна подзарядка. Ждем в гости на вкусное комбо по супер цене!"
5512,3886928,/kaggle/input/hack-chunk-8/8/3886928.avi,audio_files/3886928.mp3,0," А в ней цены? Нет, свежесть и качество. Нет, цены. Цены любимые. О, какие низкие цены! И свежесть? Какая свежесть! Седьмого пара померели."
8162,4318767,/kaggle/input/hack-chunk-16/16/4318767.avi,audio_files/4318767.mp3,0," Детектив плохой детектив. Хорошо, что на этой неделе в пятерочке сосиски сочные папа может по выгодной цене. Пятерочка ждем в гости каждый день."
546,4026927,/kaggle/input/hack-chunk-10-stranger/10/4026927.avi,audio_files/4026927.mp3,0," Папа, это низкая цена? Да. Честно-честно? Честно-честно. Мам, она и эта. Тоже низкая. Честно? Да, честно-низкая цена. Дорогая, может это по-честно-низкой возьмем? По-честно-низкой? Вайдзмелл. Корм для кошек за 14.99. С 12 по 18 октября."
5607,2237515,/kaggle/input/hack-chunk-4/4/2237515.wav,/kaggle/input/hack-chunk-4/4/2237515.wav,0, Акция в универсамах зербик со второго по четвертой и юния. Негдарили 149.99 килограмм. Цены у кормы в приложении. Огромечим акция действует универсам в Санкт-Петербурге. В Неградской области и в Великомном городе.
6941,3971336,/kaggle/input/hack-chunk-10-stranger/10/3971336.avi,audio_files/3971336.mp3,0," Метро, морепродукты со скидкой 30% свежемороженной креветки Метро Шеф 860 граммов всего за 979 рублей. Карта гости каждому."
8463,4053853,/kaggle/input/hack-chunk-11/11/4053853.avi,audio_files/4053853.mp3,0, Петерочке! Скидки до 50-50% Крем мыла да? По 55-50 Успейте купить!
7173,3964965,/kaggle/input/hack-chunk-10-stranger/10/3964965.avi,audio_files/3964965.mp3,0," Бежа иммунитет энергии фруктов и овощей с перекрестком. Сияючий бутсопижнее. Зарядись энергии на 100% в каждом чеке от 800 рублей в промокодах, баллы и скидки. Клубника свежая 1 пилограмм за 299.90."
7820,4067810,/kaggle/input/hack-chunk-11/11/4067810.avi,audio_files/4067810.mp3,0," Вкадетское всего за 199 рублей. Фикс прайс, на всё низкая цена."
9914,2159423,/kaggle/input/hack-chunk-3/3/2159423.wav,/kaggle/input/hack-chunk-3/3/2159423.wav,0, Слойная туалетная бумага Zewadelux 12 рулонов 199 рублей в магазинах OK С 24 октября П6 ноября Подробности на Marketoo
11422,4237225,/kaggle/input/hack-chunk-14/14/4237225.avi,audio_files/4237225.mp3,0," Чё си цена? В Дикси! Апельсины Новую Рожай за 79,99 с 13 по 19 декабря. В Дикси!"
5665,2127764,/kaggle/input/hack-chunk-3/3/2127764.wav,/kaggle/input/hack-chunk-3/3/2127764.wav,0, Безумные скидки! Только сегодня! В ленте скидка 25% на всё сливочное масло! Безумные скидки! Предложение не распространяется на товаре марки 365-10 и по карте!
8777,2174827,/kaggle/input/hack-chunk-4/4/2174827.wav,/kaggle/input/hack-chunk-4/4/2174827.wav,0, Хо-хо-хо! Время чудес в ленте! Невероятное снижение цен! В ближайшую среду в ленте скидка 40%! У нас все свежие овощи! Вот чудеса! Предложение ограничен! Действует по карте! Хо-хо-хо!
6060,4314801,/kaggle/input/hack-chunk-16/16/4314801.avi,audio_files/4314801.mp3,0," Работа от пятёрочки. Скидки для вас. Колбаса докторская 179,90."
13232,3987347,/kaggle/input/hack-chunk-10-stranger/10/3987347.avi,audio_files/3987347.mp3,0, Кондиционер для белья линор 149.90 Пятерочка выручает!
17432,4040612,/kaggle/input/hack-chunk-11/11/4040612.avi,audio_files/4040612.mp3,0," Отслед супермаркетом да, скидки до 50%. Брауни с Гледским орехом и карамелью Б.Ю.Александров 40 грамм за 24 рубля 90 копеек. 10 недель суперцен в супермаркетах да, в подробности на сайте."
5728,3750765,/kaggle/input/hack-chunk-7/7/3750765.avi,audio_files/3750765.mp3,0, Виноград Кишмиш. 99-90.
135,2091325,/kaggle/input/hack-chunk-3/3/2091325.wav,/kaggle/input/hack-chunk-3/3/2091325.wav,0, Устали искать скидки? Больше не нужно это делать! Метро ломает цены! У нас каждый день низкие цены на местные деликатесы! Сырокопчёный бекон Samsung 140 граммов всего за 89 рублей! Со второго по 4 мая 2019 года! Метро! Качество по автовым ценам! Корзигу предложение ломаем цены уточняйте в вашем торговом центре! Количество
3899,3855073,/kaggle/input/hack-chunk-8/8/3855073.avi,audio_files/3855073.mp3,0, Игрушка животный мир всего за 50 метров рублей. Фикс-приз. На всё низкая цена.
3895,4253847,/kaggle/input/hack-chunk-15/15/4253847.avi,audio_files/4253847.mp3,0," Товар дня. Только с 13 по 16 ягнваря. Туалетная бумага по супер цене за 49,99. Дикси просто рядом по-соседски."
163,4127287,/kaggle/input/hack-chunk-12-stranger/12/4127287.avi,audio_files/4127287.mp3,0," В ленте и выбор большой, и скидки хорошие. А самые нужные мне товары всегда по низким ценам и даже без скидок. Вот она, низкая цена на то, что мне нужно. В ленте все нужное по низким ценам в пельмене классические 109 рублей за килограмм. Лента!"
10447,3919204,/kaggle/input/hack-chunk-9/9/3919204.avi,audio_files/3919204.mp3,0, Вафе это приготовите для него. Подарок в пятерочке. Дезадаранс невеимон 109.90
15609,3987421,/kaggle/input/hack-chunk-10-stranger/10/3987421.avi,audio_files/3987421.mp3,1," Яндекс.Лавка – важные, любимые и разные продукты по обычным ценам с доставкой за 10-15 минут. Заказывайте в приложении Яндекс.Лавка."
6417,3869343,/kaggle/input/hack-chunk-8/8/3869343.avi,audio_files/3869343.mp3,1, Пришло время! Встретится с волшебством в переклёстке! Фигурки героев из анимационного фильма в подарок при покупке от тысяч рублей. Смотри холодное сердце 2 в кино.
2575,4053954,/kaggle/input/hack-chunk-11/11/4053954.avi,audio_files/4053954.mp3,1, Новогодние чудеса близко! Держитесь крепче! С первого декабря по всех магнитах странный!
6564,3799662,/kaggle/input/hack-chunk-8/8/3799662.avi,audio_files/3799662.mp3,1," Сочный шашлык, ароматные колбаски, рыба в маринате собственного производства и еще много товаров для гриля в гипермаркете GLOBUS. GLOBUS – территория гриля."
9030,4049840,/kaggle/input/hack-chunk-11/11/4049840.avi,audio_files/4049840.mp3,1," Кто из ваших близких всегда приходит на помощь другим? Мама. А как? Она каждый день всем температуру мерит. Дочка. Она следит за порядком, заботится о безопасности людей. Женам. Она всем напоминает, что надо надевать маски. Мой муж всех поддерживает партнёров, сотрудников фейверов. А где они работают? В пятёрочке. В пятёрочке?"
2208,4112282,/kaggle/input/hack-chunk-12-stranger/12/4112282.avi,audio_files/4112282.mp3,1," Рождения магнит. Покупай без алкогольное пиво, Бат. Регистрируй чек и выигрывай супер кар. Супер кар. Что-то в горле пересохло."
